Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff,FraudFound
Ford,Rural,Male,Married,46,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,11,No
Honda,Urban,Male,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,8,No
Honda,Urban,Male,Single,26,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,3,No
Honda,Urban,Male,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,more than 1,Liability,0,No
Honda,Urban,Female,Married,35,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Married,53,Policy Holder,Utility,"more than 69,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,8,No
Honda,Urban,Male,Married,79,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,2,No
Honda,Urban,Male,Married,78,Policy Holder,Sport,"less than 20,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,13,No
Honda,Urban,Male,Married,54,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,more than 1,All Perils,0,No
Honda,Urban,Male,Married,50,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Female,Married,39,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,47,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Liability,8,No
Ford,Rural,Male,Married,45,Policy Holder,Utility,"more than 69,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,11,Yes
Honda,Rural,Male,Single,29,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,41,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,2,No
Mercury,Urban,Male,Single,24,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,1,No
Ford,Urban,Male,Married,26,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,14,No
Honda,Urban,Male,Single,34,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,17,Yes
Honda,Urban,Female,Married,35,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,32,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,28,No
Honda,Urban,Female,Married,32,Policy Holder,Sport,"less than 20,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,14,No
Honda,Urban,Male,Married,29,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,33,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,Internal,1 to 2,no change,1 vehicle,Liability,14,No
Honda,Urban,Male,Married,64,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,1,No
Mercury,Urban,Male,Married,49,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,19,No
Mercury,Rural,Male,Married,53,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,10,Yes
Mercury,Urban,Male,Married,39,Third Party,Sedan,"less than 20,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,2,No
Honda,Urban,Male,Married,45,Policy Holder,Sport,"20,000 to 39,000",700,2,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,1,No
Mercury,Urban,Male,Married,77,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,5,No
Honda,Rural,Male,Married,58,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,4 to 8 years,more than 1,Liability,3,No
Honda,Urban,Female,Single,35,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,9,No
Mercury,Urban,Male,Single,33,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Honda,Urban,Female,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,3,No
Honda,Urban,Male,Single,31,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,8,No
Ford,Urban,Male,Married,43,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,13,No
Honda,Rural,Male,Married,43,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,2,No
Honda,Urban,Male,Married,29,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,13,No
Honda,Urban,Male,Married,33,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,61,No
Honda,Urban,Male,Single,33,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Female,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,11,No
Honda,Urban,Male,Married,38,Third Party,Sedan,"20,000 to 39,000",500,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,All Perils,19,Yes
Honda,Urban,Male,Single,34,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Single,23,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,15,No
Honda,Urban,Male,Single,47,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,more than 4,less than 4 years,No,No,External,none,no change,more than 1,Liability,0,No
Ford,Urban,Male,Married,56,Policy Holder,Sedan,"40,000 to 69,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,31,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,30,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,0,No
Honda,Urban,Female,Married,32,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,14,No
Ford,Rural,Male,Married,43,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,50,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,4 to 8 years,more than 1,Liability,1,No
Mercury,Urban,Male,Married,53,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Honda,Urban,Female,Single,31,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3,No
Honda,Urban,Male,Married,34,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,14,No
Honda,Urban,Male,Married,41,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,55,No
Honda,Urban,Male,Married,27,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,24,No
Mercury,Urban,Male,Married,72,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,39,No
Honda,Urban,Male,Married,58,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,34,No
Honda,Urban,Male,Married,48,Policy Holder,Sedan,"20,000 to 39,000",700,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Single,31,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,51,No
Mercury,Urban,Male,Single,26,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,5,No
Mercury,Urban,Male,Married,47,Policy Holder,Utility,"40,000 to 69,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,66,No
Mercury,Urban,Male,Married,46,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,5,No
Ford,Urban,Female,Married,29,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,more than 5,no change,1 vehicle,Collision,12,No
Ford,Urban,Male,Married,61,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,32,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,17,Third Party,Sedan,"more than 69,000",400,4,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,12,No
Honda,Urban,Male,Single,53,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0,No
Mercury,Urban,Male,Married,48,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,85,No
Mercury,Urban,Male,Single,39,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,21,No
Honda,Urban,Female,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,5,No
Honda,Urban,Male,Married,46,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,4 to 8 years,more than 1,Liability,0,No
Mercury,Urban,Male,Married,29,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Single,21,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,23,No
Ford,Urban,Male,Married,45,Policy Holder,Sport,"40,000 to 69,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,48,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,7,No
Mercury,Urban,Male,Single,29,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1,No
Mercury,Urban,Male,Married,29,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,0 to 3 years,1 vehicle,Liability,3,No
Honda,Urban,Male,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,3,No
Honda,Urban,Male,Married,35,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,6,No
Mercury,Urban,Male,Married,78,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,2,No
Ford,Urban,Male,Married,44,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3,No
Mercury,Urban,Male,Married,42,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,14,No
Ford,Urban,Male,Married,60,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,3,No
Ford,Urban,Male,Single,41,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,Internal,more than 5,no change,more than 1,Collision,94,No
Ford,Urban,Male,Married,38,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,10,No
Honda,Urban,Male,Married,30,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,6,No
Honda,Urban,Male,Married,38,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,8,No
Honda,Urban,Male,Single,35,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,42,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3,No
Honda,Urban,Male,Married,40,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1,No
VW,Urban,Male,Single,34,Policy Holder,Sedan,"20,000 to 39,000",500,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,0 to 3 years,more than 1,Collision,2,No
Ford,Rural,Male,Married,30,Policy Holder,Sedan,"40,000 to 69,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,64,Yes
Honda,Rural,Female,Single,26,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Married,29,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Single,24,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Single,39,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,46,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,8,No
Honda,Urban,Female,Married,37,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,8,No
Ford,Urban,Male,Married,30,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,2,No
Ford,Urban,Male,Widow,64,Policy Holder,Sedan,"40,000 to 69,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,23,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,18,No
Mercury,Urban,Female,Single,19,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,less than 4 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
VW,Urban,Male,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Married,51,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,17,No
Honda,Urban,Male,Married,57,Policy Holder,Utility,"more than 69,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,13,Yes
Honda,Rural,Male,Married,48,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,24,No
Mercury,Urban,Female,Single,48,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,more than 5,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,39,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,9,No
Ford,Urban,Female,Single,64,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,3,Yes
Ford,Rural,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,4 to 8 years,more than 1,Collision,5,No
Mercury,Urban,Male,Divorced,46,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,5,Yes
Honda,Urban,Male,Single,34,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,17,No
Honda,Urban,Male,Married,43,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,4,Yes
Honda,Urban,Male,Married,29,Policy Holder,Sport,"20,000 to 39,000",400,3,1 to 15,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,5,No
Ford,Urban,Male,Married,46,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Collision,1,No
Ford,Urban,Female,Single,38,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Single,56,Third Party,Sedan,"20,000 to 39,000",700,3,more than 30,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,13,No
Mercury,Urban,Male,Married,57,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,1,No
Mercury,Urban,Female,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Married,26,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,66,No
Ford,Urban,Male,Single,30,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,4,Yes
Honda,Urban,Female,Single,34,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Divorced,26,Policy Holder,Sedan,"20,000 to 39,000",400,4,1 to 15,8 to 15,none,4 to 6 years,No,No,External,none,no change,more than 1,Collision,1,No
Mercury,Urban,Male,Married,65,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,3,No
Mercury,Urban,Male,Single,32,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,6,No
Honda,Urban,Male,Married,59,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,5,Yes
Honda,Urban,Male,Single,27,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,5,No
Ford,Rural,Male,Single,27,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,67,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Single,26,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,Internal,more than 5,no change,1 vehicle,Collision,3,No
Honda,Urban,Male,Married,26,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,Internal,none,no change,1 vehicle,Collision,2,No
Honda,Urban,Female,Married,49,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Mercury,Urban,Female,Married,49,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,4,No
Ford,Urban,Male,Married,43,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,14,No
Honda,Rural,Male,Single,31,Third Party,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Married,21,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Single,27,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Married,45,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Single,29,Policy Holder,Sedan,"40,000 to 69,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,8,No
Honda,Urban,Male,Married,44,Policy Holder,Sport,"20,000 to 39,000",500,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,0 to 3 years,1 vehicle,Liability,24,No
Ford,Urban,Male,Married,63,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,4,No
Honda,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Single,22,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,more than 5,no change,1 vehicle,All Perils,3,Yes
Mercury,Urban,Male,Married,58,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Liability,3,No
Honda,Urban,Female,Married,52,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Female,Single,29,Third Party,Sedan,"less than 20,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,5,No
